School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Kansas NCAA,2010-2011,38,35,3,0.921,24.10,7.62,,14,2,,16,1,,9,1,,3084,2458,,69.7,92.4,0.319,0.346,0.488,44.3,49.7,8.6,6.9,0.445,17.5,27.9,0.233
Kansas City,2010-2011,30,16,14,0.533,-8.91,-4.46,,9,9,,11,4,,5,9,,2100,2217,,66.5,108.5,0.385,0.314,0.562,51.3,54.0,8.4,8.9,0.528,16.7,33.3,0.273
Kansas State NCAA,2010-2011,34,23,11,0.676,14.59,8.41,,10,6,,16,1,,5,5,,2477,2249,,68.8,96.2,0.451,0.285,0.520,45.3,49.4,9.6,8.6,0.471,19.5,30.7,0.319
Kennesaw State,2010-2011,31,8,23,0.258,-14.06,-3.29,,6,14,,6,8,,2,14,,2017,2320,,66.0,111.1,0.329,0.299,0.544,52.2,56.1,11.0,8.9,0.520,15.0,38.2,0.218
Kent State,2010-2011,37,25,12,0.676,3.65,0.04,,12,4,,14,2,,7,9,,2626,2473,,67.2,98.2,0.322,0.320,0.499,49.7,55.0,8.9,9.5,0.470,17.4,35.4,0.211
Kentucky NCAA,2010-2011,38,29,9,0.763,20.30,8.91,,10,6,,15,0,,3,7,,2845,2412,,66.2,95.6,0.301,0.297,0.482,47.5,48.6,8.0,8.9,0.442,15.5,30.7,0.218
La Salle,2010-2011,33,15,18,0.455,-0.08,1.70,,6,10,,9,10,,5,5,,2536,2595,,71.8,106.3,0.355,0.301,0.537,48.8,56.2,10.2,11.7,0.503,15.9,35.1,0.249
Lafayette,2010-2011,32,13,19,0.406,-7.26,-4.19,,6,8,,8,6,,5,13,,2237,2310,,66.7,105.3,0.404,0.344,0.548,52.7,52.5,8.3,9.6,0.510,17.3,32.4,0.286
Lamar,2010-2011,30,13,17,0.433,-6.69,-5.96,,7,9,,8,5,,4,11,,2463,2279,,77.4,98.2,0.452,0.300,0.527,48.0,53.9,7.5,8.6,0.488,19.0,31.5,0.304
Lehigh,2010-2011,31,16,15,0.516,-4.07,-5.69,,6,8,,9,5,,7,10,,2282,2232,,71.1,100.0,0.381,0.317,0.523,50.2,55.5,8.2,10.0,0.487,17.8,31.3,0.261
Liberty,2010-2011,32,19,13,0.594,-5.62,-4.86,,13,5,,12,4,,5,9,,2165,2100,,66.9,96.5,0.355,0.342,0.506,45.9,52.6,9.5,8.1,0.482,17.9,30.5,0.220
Lipscomb,2010-2011,30,17,13,0.567,-0.96,-2.65,,12,8,,10,2,,7,10,,2287,2213,,71.8,101.4,0.392,0.354,0.529,48.5,53.8,10.2,10.1,0.500,17.3,31.6,0.255
Little Rock NCAA,2010-2011,36,19,17,0.528,-4.32,-2.97,,7,9,,10,5,,3,10,,2457,2426,,65.4,102.0,0.439,0.352,0.538,51.1,55.7,6.7,9.8,0.494,18.1,31.3,0.312
Long Beach State,2010-2011,34,22,12,0.647,3.78,1.69,,14,2,,11,2,,7,7,,2489,2398,,70.2,100.1,0.296,0.329,0.526,47.9,50.7,9.7,8.0,0.501,16.8,28.8,0.199
Long Island University NCAA,2010-2011,33,27,6,0.818,2.23,-5.77,,16,2,,14,2,,13,3,,2730,2466,,75.4,98.4,0.262,0.324,0.507,47.2,54.8,8.9,8.3,0.483,17.0,32.3,0.173
Longwood,2010-2011,31,12,19,0.387,-16.02,-3.62,,,,,10,4,,1,14,,2364,2552,,73.4,112.1,0.359,0.305,0.564,54.3,53.7,8.8,7.0,0.537,15.8,36.2,0.247
Louisiana,2010-2011,29,14,15,0.483,-5.45,-4.19,,11,5,,10,4,,4,10,,2055,2067,,69.5,101.3,0.450,0.306,0.535,47.5,44.5,9.0,9.4,0.490,17.9,31.0,0.318
Louisiana State,2010-2011,32,11,21,0.344,-2.09,2.26,,3,13,,8,10,,3,8,,1991,2130,,65.9,100.2,0.400,0.302,0.509,51.5,40.7,11.0,11.4,0.464,16.9,35.0,0.282
Louisiana Tech,2010-2011,32,12,20,0.375,-5.99,-0.99,,2,14,,8,6,,2,14,,2051,2174,,68.6,99.0,0.422,0.364,0.528,48.4,54.8,11.8,8.0,0.487,17.5,28.1,0.293
Louisiana-Monroe,2010-2011,31,7,24,0.226,-14.27,-3.96,,2,14,,4,9,,2,13,,1859,2126,,63.8,107.5,0.412,0.358,0.572,50.8,57.1,10.0,8.0,0.541,17.7,31.5,0.286
Louisville NCAA,2010-2011,35,25,10,0.714,18.60,8.20,,12,6,,19,2,,4,6,,2623,2259,,67.8,93.5,0.398,0.330,0.491,49.9,51.8,9.8,7.4,0.445,19.7,35.2,0.277
Loyola (IL),2010-2011,31,16,15,0.516,1.73,-1.10,,7,11,,9,8,,7,7,,2153,2065,,65.6,101.1,0.338,0.315,0.531,48.5,54.9,9.7,9.2,0.504,17.9,32.2,0.224
Loyola (MD),2010-2011,30,15,15,0.500,-3.28,-3.68,,10,8,,8,6,,7,8,,2023,2011,,66.1,100.9,0.398,0.244,0.528,47.9,46.6,8.1,9.3,0.491,17.6,31.4,0.276
Loyola Marymount,2010-2011,32,11,21,0.344,-2.79,0.27,,2,12,,7,7,,2,12,,2265,2312,,68.8,103.0,0.370,0.300,0.528,48.2,57.5,9.9,6.3,0.488,16.1,31.6,0.264
Maine,2010-2011,30,15,15,0.500,-4.87,-5.84,,9,7,,7,7,,8,7,,2089,2010,,64.7,102.3,0.327,0.355,0.520,49.6,57.6,8.8,8.7,0.484,15.7,31.8,0.233
Manhattan,2010-2011,31,6,25,0.194,-11.66,-2.01,,3,15,,3,10,,3,11,,1862,2161,,63.8,108.4,0.348,0.370,0.538,51.8,62.7,10.7,8.8,0.513,15.9,37.1,0.227
Marist,2010-2011,33,6,27,0.182,-13.70,-1.46,,3,15,,4,10,,1,15,,1979,2383,,66.5,108.6,0.376,0.345,0.532,52.9,55.9,11.5,12.8,0.495,13.8,33.7,0.264
Marquette NCAA,2010-2011,37,22,15,0.595,14.89,8.51,,9,9,,14,4,,4,7,,2782,2546,,68.0,100.8,0.289,0.339,0.523,48.3,60.1,9.2,8.3,0.499,17.5,33.2,0.190
Marshall,2010-2011,34,22,12,0.647,6.32,1.94,,9,7,,14,4,,6,7,,2499,2291,,68.0,98.7,0.371,0.320,0.502,46.7,48.7,9.1,8.6,0.469,16.0,31.5,0.243
Maryland,2010-2011,33,19,14,0.576,15.00,5.76,,7,9,,14,4,,4,6,,2536,2231,,71.8,94.1,0.296,0.325,0.490,47.4,52.9,8.4,7.7,0.456,17.9,31.8,0.206
Maryland-Baltimore County,2010-2011,30,5,25,0.167,-18.47,-4.27,,4,12,,3,10,,2,14,,1928,2354,,67.1,115.1,0.434,0.415,0.585,53.6,56.7,9.4,10.0,0.551,15.9,34.5,0.311
Maryland-Eastern Shore,2010-2011,31,9,22,0.290,-19.35,-7.42,,5,11,,7,5,,1,16,,2096,2408,,70.4,108.6,0.465,0.340,0.568,53.0,56.8,10.8,8.8,0.532,18.2,36.1,0.322
Massachusetts,2010-2011,30,15,15,0.500,-0.76,1.93,,7,9,,8,8,,4,6,,1988,2039,,68.4,99.0,0.417,0.382,0.506,49.4,60.3,9.2,11.2,0.466,17.0,33.4,0.280
McNeese State,2010-2011,33,21,12,0.636,-4.70,-4.39,,11,5,,14,2,,4,9,,2446,2354,,68.2,103.4,0.425,0.371,0.528,50.9,50.3,8.9,7.8,0.493,17.3,34.8,0.284
Memphis NCAA,2010-2011,35,25,10,0.714,6.91,3.14,,10,6,,17,2,,3,6,,2524,2392,,69.1,97.8,0.392,0.313,0.508,49.4,54.3,10.6,10.6,0.468,18.0,35.0,0.267
Mercer,2010-2011,33,15,18,0.455,-4.08,-2.17,,11,9,,9,6,,4,10,,2220,2258,,67.7,99.9,0.463,0.350,0.533,51.7,50.5,11.0,10.0,0.490,19.4,32.7,0.321
Miami (FL),2010-2011,36,21,15,0.583,10.47,6.42,,6,10,,13,4,,4,9,,2579,2433,,65.8,101.9,0.378,0.347,0.516,47.2,53.7,10.7,10.0,0.478,15.4,31.3,0.261
Miami (OH),2010-2011,33,16,17,0.485,-1.58,3.04,,11,5,,12,4,,4,12,,2190,2319,,63.9,107.1,0.319,0.321,0.534,51.0,53.9,10.8,9.2,0.502,14.0,32.2,0.225
Michigan NCAA,2010-2011,35,21,14,0.600,14.21,10.68,,9,9,,14,5,,5,5,,2328,2187,,62.1,99.9,0.298,0.375,0.517,51.4,56.7,6.8,9.2,0.489,16.2,28.9,0.202
Michigan State NCAA,2010-2011,34,19,15,0.559,13.70,11.67,,9,9,,12,3,,3,8,,2338,2263,,66.0,99.8,0.385,0.318,0.514,47.1,51.3,9.6,8.8,0.481,15.7,29.0,0.255
Middle Tennessee,2010-2011,32,16,16,0.500,-2.74,-4.45,,10,6,,10,4,,4,10,,2218,2121,,67.3,96.6,0.573,0.341,0.536,48.3,52.1,9.5,9.5,0.486,21.3,30.5,0.394
Milwaukee,2010-2011,33,19,14,0.576,1.48,2.51,,13,5,,10,5,,8,8,,2266,2300,,66.3,103.9,0.328,0.326,0.540,49.6,49.6,10.3,10.0,0.508,16.4,30.7,0.234
Minnesota,2010-2011,31,17,14,0.548,11.75,9.79,,6,12,,11,6,,3,7,,2137,2076,,65.2,102.7,0.293,0.431,0.512,46.4,64.2,10.4,7.8,0.473,14.9,31.6,0.220
Mississippi,2010-2011,34,20,14,0.588,8.71,3.92,,7,9,,13,4,,4,8,,2513,2350,,67.5,102.0,0.392,0.321,0.524,48.2,59.8,8.8,9.4,0.481,16.4,31.8,0.282
Mississippi State,2010-2011,31,17,14,0.548,3.38,3.77,,9,7,,12,5,,4,5,,2165,2177,,67.7,103.3,0.273,0.359,0.503,50.5,44.9,9.8,8.9,0.477,13.5,32.4,0.181
Mississippi Valley State,2010-2011,32,13,19,0.406,-13.95,-7.48,,12,6,,7,2,,5,14,,2186,2393,,73.5,101.0,0.472,0.316,0.530,49.9,54.8,10.6,11.6,0.485,17.6,30.7,0.328
Missouri NCAA,2010-2011,34,23,11,0.676,14.77,6.50,,8,8,,17,1,,2,7,,2748,2435,,72.5,97.7,0.399,0.297,0.527,51.4,54.1,7.9,6.5,0.489,21.0,36.3,0.276
Missouri State,2010-2011,35,26,9,0.743,8.07,1.35,,15,3,,16,1,,7,7,,2444,2209,,62.3,101.3,0.340,0.287,0.531,47.3,46.5,8.9,9.9,0.499,15.6,26.9,0.235
Monmouth,2010-2011,30,9,21,0.300,-9.67,-4.40,,5,13,,5,10,,2,11,,1818,1976,,63.9,101.4,0.329,0.415,0.521,51.0,63.9,9.8,12.9,0.492,17.7,33.3,0.222
Montana,2010-2011,32,21,11,0.656,2.17,-2.47,,12,4,,13,2,,7,9,,2151,1950,,64.2,94.3,0.350,0.296,0.489,48.8,44.0,9.4,7.1,0.447,17.7,31.0,0.247
Montana State,2010-2011,31,13,18,0.419,-7.01,-3.22,,7,9,,9,4,,2,14,,2079,2130,,65.6,104.3,0.390,0.305,0.539,51.5,48.9,9.5,8.7,0.508,17.3,33.4,0.262
Morehead State NCAA,2010-2011,35,25,10,0.714,2.81,-3.13,,13,5,,14,1,,8,8,,2412,2162,,64.2,95.2,0.367,0.383,0.524,43.1,61.8,10.5,7.5,0.488,20.2,27.5,0.255
Morgan State,2010-2011,31,17,14,0.548,-8.04,-7.72,,10,6,,10,2,,4,10,,2061,2071,,68.2,98.0,0.439,0.288,0.519,47.4,52.5,11.2,11.5,0.475,18.3,31.0,0.304
Mount St. Mary's,2010-2011,32,11,21,0.344,-9.22,-3.47,,9,9,,8,5,,3,16,,1940,2124,,65.3,100.8,0.385,0.293,0.510,52.9,54.1,10.1,8.5,0.474,17.3,36.1,0.259
Murray State,2010-2011,32,23,9,0.719,0.45,-4.85,,14,4,,13,2,,9,4,,2194,1979,,64.4,96.1,0.400,0.284,0.524,48.1,51.7,8.9,7.7,0.484,20.2,31.3,0.281
Navy,2010-2011,31,11,20,0.355,-10.66,-5.56,,6,8,,6,7,,4,11,,2113,2254,,73.2,98.2,0.417,0.378,0.547,56.4,62.0,9.1,10.1,0.509,22.3,33.5,0.293
NC State,2010-2011,31,15,16,0.484,7.02,6.80,,5,11,,11,5,,1,9,,2191,2184,,67.8,103.9,0.323,0.273,0.508,49.6,45.9,9.2,9.9,0.468,14.3,35.1,0.238
Nebraska,2010-2011,32,19,13,0.594,10.54,4.67,,7,9,,17,2,,1,8,,2124,1936,,64.8,93.0,0.344,0.403,0.492,47.3,53.4,9.7,9.0,0.456,17.6,27.2,0.232
Nevada,2010-2011,32,13,19,0.406,0.34,1.88,,8,8,,9,5,,3,10,,2245,2279,,68.6,103.0,0.410,0.307,0.522,49.0,51.2,9.0,7.7,0.478,15.4,32.1,0.291
Nevada-Las Vegas NCAA,2010-2011,33,24,9,0.727,14.67,6.00,,11,5,,11,4,,8,3,,2363,2077,,67.3,93.2,0.397,0.331,0.503,49.0,50.9,7.4,6.6,0.460,20.6,31.7,0.276
New Hampshire,2010-2011,30,12,18,0.400,-10.07,-6.32,,6,10,,7,5,,4,12,,1749,1826,,62.2,96.6,0.375,0.304,0.497,50.8,40.7,8.6,9.5,0.460,16.8,31.2,0.251
New Mexico,2010-2011,35,22,13,0.629,11.72,4.90,,8,8,,14,3,,6,8,,2562,2308,,66.7,97.4,0.358,0.355,0.513,45.6,54.7,8.9,8.2,0.482,17.0,27.8,0.237
New Mexico State,2010-2011,33,16,17,0.485,2.11,2.66,,9,7,,12,5,,3,9,,2364,2316,,69.1,100.0,0.366,0.339,0.526,49.6,52.8,9.3,7.7,0.495,18.5,32.6,0.245
New Orleans,2010-2011,22,16,6,0.727,,,,,,,0,1,,,,,1638,1360,,69.8,88.6,0.384,0.342,0.474,45.7,46.8,8.5,4.8,0.432,18.7,28.1,0.258
Niagara,2010-2011,32,9,23,0.281,-11.89,-3.02,,5,13,,6,7,,2,14,,1966,2250,,68.6,102.5,0.384,0.315,0.526,55.4,59.7,10.9,11.1,0.492,18.8,38.8,0.260
Nicholls State,2010-2011,28,14,14,0.500,-5.72,-4.52,,8,8,,11,2,,3,11,,1836,1730,,63.5,96.4,0.472,0.328,0.546,53.0,53.5,9.2,9.1,0.499,23.1,32.7,0.339
NJIT,2010-2011,30,15,15,0.500,-13.18,-9.64,,9,3,,10,5,,5,9,,2065,2052,,68.9,98.5,0.457,0.352,0.528,49.8,60.0,8.4,10.2,0.486,18.2,28.4,0.314
Norfolk State,2010-2011,32,12,20,0.375,-12.20,-7.45,,8,8,,7,4,,3,14,,2238,2390,,70.1,104.8,0.478,0.291,0.532,50.3,49.1,9.5,8.2,0.485,15.6,33.6,0.335
North Carolina NCAA,2010-2011,37,29,8,0.784,18.87,10.15,,14,2,,15,0,,7,3,,2868,2545,,72.6,94.5,0.248,0.345,0.487,46.0,50.0,10.3,6.6,0.462,16.7,30.1,0.163
North Carolina A&T,2010-2011,32,15,17,0.469,-12.06,-6.26,,9,7,,11,2,,4,14,,2282,2372,,69.8,104.1,0.266,0.400,0.510,52.1,52.8,10.9,12.3,0.478,16.1,38.1,0.191
North Carolina Central,2010-2011,30,15,15,0.500,-13.03,-8.03,,,,,9,4,,6,10,,2062,2103,,67.7,102.3,0.416,0.355,0.541,51.9,54.0,8.7,9.2,0.500,19.5,35.0,0.297
North Dakota,2010-2011,34,19,15,0.559,-11.83,-8.70,,8,4,,11,3,,4,11,,2319,2327,,67.8,98.3,0.407,0.319,0.521,49.7,52.6,9.4,8.0,0.481,17.5,27.4,0.280
North Dakota State,2010-2011,29,14,15,0.483,-1.54,-3.50,,8,10,,10,3,,2,11,,2188,2062,,68.5,102.4,0.380,0.276,0.531,47.4,46.2,8.2,10.4,0.489,16.5,30.6,0.277
North Florida,2010-2011,34,15,19,0.441,-6.25,0.31,,10,10,,4,7,,7,11,,2208,2431,,67.5,104.4,0.394,0.279,0.517,53.9,49.1,10.6,12.5,0.482,17.5,40.5,0.263
North Texas,2010-2011,33,22,11,0.667,-1.49,-5.07,,8,8,,14,2,,5,8,,2516,2358,,68.8,103.5,0.350,0.291,0.523,47.9,48.4,9.3,8.6,0.491,14.5,30.0,0.238
Northeastern,2010-2011,31,11,20,0.355,-2.67,1.17,,6,12,,6,5,,3,10,,2064,2183,,63.0,110.9,0.429,0.309,0.573,53.1,56.3,10.1,11.7,0.535,16.9,35.8,0.308
Northern Arizona,2010-2011,32,19,13,0.594,0.62,-3.72,,9,7,,13,1,,6,12,,2299,2078,,65.8,97.9,0.365,0.338,0.506,49.5,50.8,8.5,8.4,0.465,17.2,32.2,0.259
Northern Colorado NCAA,2010-2011,32,21,11,0.656,1.39,-2.24,,13,3,,14,0,,6,9,,2287,2105,,66.8,98.5,0.428,0.414,0.527,46.4,58.5,9.3,10.1,0.483,18.2,28.3,0.303
Northern Illinois,2010-2011,30,9,21,0.300,-8.05,-2.26,,5,11,,6,8,,3,13,,2055,2199,,69.3,104.9,0.427,0.320,0.534,49.4,49.5,9.6,8.3,0.497,14.9,29.4,0.290
Northern Iowa,2010-2011,34,20,14,0.588,4.53,2.04,,10,8,,13,5,,5,8,,2167,2046,,59.9,100.5,0.337,0.362,0.541,51.0,54.0,6.4,9.3,0.510,17.9,26.3,0.234
Northwestern,2010-2011,34,20,14,0.588,11.66,7.54,,7,11,,13,4,,5,9,,2441,2301,,63.5,105.4,0.371,0.327,0.557,52.4,56.8,8.2,11.8,0.525,17.1,30.8,0.260
Northwestern State,2010-2011,32,18,14,0.563,-8.88,-7.02,,10,6,,13,3,,5,10,,2462,2482,,74.3,102.8,0.466,0.321,0.540,52.3,56.1,11.4,6.8,0.498,20.8,40.4,0.323
Notre Dame NCAA,2010-2011,34,27,7,0.794,18.17,8.43,,14,4,,17,0,,5,4,,2558,2227,,64.3,100.4,0.256,0.332,0.497,46.8,56.1,7.8,10.1,0.467,13.6,29.5,0.182
Oakland NCAA,2010-2011,35,25,10,0.714,8.28,0.10,,17,1,,10,1,,10,7,,2992,2690,,72.4,105.8,0.306,0.290,0.530,46.6,49.2,9.3,7.1,0.496,14.3,32.0,0.221
Ohio,2010-2011,35,19,16,0.543,0.59,-1.01,,9,7,,11,8,,7,6,,2604,2548,,68.0,103.0,0.400,0.333,0.543,49.8,54.4,8.3,9.8,0.507,18.6,32.3,0.280
Ohio State NCAA,2010-2011,37,34,3,0.919,25.84,8.38,,16,2,,20,0,,9,2,,2854,2208,,64.1,92.8,0.206,0.346,0.509,46.2,50.6,6.3,8.6,0.483,20.3,28.4,0.152
Oklahoma,2010-2011,32,14,18,0.438,3.71,6.42,,5,11,,12,4,,1,10,,2111,2199,,65.0,104.9,0.381,0.317,0.548,52.0,51.0,10.2,7.9,0.509,17.4,32.2,0.277
Oklahoma State,2010-2011,34,20,14,0.588,8.53,6.94,,6,10,,14,2,,1,10,,2318,2264,,66.1,99.3,0.452,0.336,0.523,48.6,52.0,8.2,8.8,0.469,17.5,30.1,0.332
Old Dominion NCAA,2010-2011,34,27,7,0.794,9.03,1.76,,14,4,,14,2,,7,4,,2231,1984,,60.7,96.2,0.275,0.378,0.495,41.4,59.4,9.5,7.8,0.473,16.3,28.2,0.172
Oral Roberts,2010-2011,35,19,16,0.543,0.86,-1.17,,13,5,,9,3,,7,10,,2615,2544,,67.2,107.5,0.426,0.295,0.557,49.3,47.1,8.6,8.4,0.512,16.5,31.8,0.314
Oregon,2010-2011,39,21,18,0.538,6.92,6.92,,7,11,,16,8,,3,8,,2737,2704,,68.4,101.1,0.359,0.372,0.548,51.5,56.5,7.8,10.5,0.514,19.6,31.9,0.254
Oregon State,2010-2011,31,11,20,0.355,1.51,5.03,,5,13,,9,7,,1,12,,2147,2256,,70.0,104.0,0.373,0.413,0.564,50.2,59.8,8.8,9.4,0.538,20.1,33.0,0.252
Pacific,2010-2011,31,16,15,0.516,0.75,-0.88,,8,8,,8,5,,6,9,,2038,1945,,61.5,101.3,0.282,0.324,0.520,48.3,56.1,9.4,8.4,0.495,15.1,27.8,0.189
Penn State NCAA,2010-2011,34,19,15,0.559,11.98,11.45,,9,9,,13,5,,3,8,,2144,2126,,59.8,104.6,0.291,0.369,0.534,49.0,62.8,7.8,11.4,0.507,15.5,30.2,0.203
Pennsylvania,2010-2011,28,13,15,0.464,-2.99,-1.64,,7,7,,7,5,,5,10,,1868,1906,,63.7,104.0,0.333,0.356,0.562,51.3,61.4,9.8,10.7,0.525,18.5,29.2,0.253
Pepperdine,2010-2011,33,12,21,0.364,-3.91,1.43,,5,9,,7,7,,2,13,,2289,2442,,67.5,108.7,0.382,0.369,0.561,48.5,63.8,9.4,9.1,0.529,15.4,30.0,0.266
Pittsburgh NCAA,2010-2011,34,28,6,0.824,20.82,7.85,,15,3,,17,1,,7,2,,2514,2073,,63.3,95.9,0.323,0.330,0.486,42.2,53.6,7.7,10.4,0.451,15.0,28.6,0.218
Portland,2010-2011,32,20,12,0.625,4.70,2.20,,7,7,,13,2,,7,7,,2272,2192,,64.8,104.9,0.367,0.379,0.534,47.4,53.6,10.6,9.8,0.498,15.1,30.2,0.258
Portland State,2010-2011,30,14,16,0.467,-7.74,-4.47,,5,11,,10,5,,2,11,,2169,2230,,68.9,107.9,0.294,0.317,0.551,52.5,51.7,8.0,8.6,0.528,16.4,34.5,0.200
Prairie View,2010-2011,32,10,22,0.313,-19.63,-8.77,,7,11,,8,3,,1,16,,2011,2242,,69.3,99.9,0.433,0.336,0.512,51.4,52.6,10.2,12.4,0.482,17.3,33.9,0.271
Presbyterian,2010-2011,31,13,18,0.419,-7.72,-2.85,,7,11,,6,5,,6,12,,1915,2066,,61.3,107.0,0.273,0.323,0.538,52.6,47.9,10.5,9.8,0.514,15.5,33.3,0.190
Princeton NCAA,2010-2011,32,25,7,0.781,3.71,-1.61,,13,2,,12,0,,10,5,,2215,2017,,63.4,97.4,0.351,0.264,0.508,46.9,48.5,8.7,10.7,0.467,16.2,26.8,0.251
Providence,2010-2011,32,15,17,0.469,6.91,6.44,,4,14,,14,5,,0,10,,2426,2411,,72.0,104.2,0.300,0.292,0.527,49.5,54.6,8.5,9.8,0.496,16.5,35.5,0.213
Purdue NCAA,2010-2011,34,26,8,0.765,19.36,8.69,,14,4,,16,0,,7,5,,2466,2103,,66.0,93.3,0.304,0.279,0.495,48.6,55.5,8.8,8.4,0.460,18.4,29.7,0.212
Purdue Fort Wayne,2010-2011,30,18,12,0.600,-2.17,-5.17,,11,7,,11,3,,7,8,,2230,2103,,67.6,102.9,0.484,0.304,0.556,50.2,49.1,9.0,10.5,0.509,18.2,28.4,0.350
Quinnipiac,2010-2011,32,22,10,0.688,-2.08,-6.39,,13,5,,12,6,,9,4,,2295,2157,,68.7,98.1,0.468,0.316,0.516,43.9,52.7,7.6,6.7,0.472,16.8,26.5,0.318
Radford,2010-2011,29,5,24,0.172,-16.76,-2.52,,2,16,,5,8,,0,16,,1734,2065,,68.1,103.7,0.397,0.377,0.540,52.2,62.8,11.6,9.8,0.514,19.1,35.4,0.257
Rhode Island,2010-2011,34,20,14,0.588,3.34,1.90,,9,7,,12,4,,6,8,,2316,2267,,66.9,99.3,0.370,0.348,0.511,51.1,55.7,8.7,8.8,0.476,17.6,33.1,0.250
Rice,2010-2011,32,14,18,0.438,1.67,2.67,,5,11,,9,7,,3,8,,2148,2149,,64.5,102.9,0.431,0.402,0.555,48.2,57.9,9.0,8.5,0.516,18.3,27.6,0.307
Richmond NCAA,2010-2011,37,29,8,0.784,11.23,2.79,,13,3,,12,3,,10,3,,2577,2265,,63.2,96.3,0.293,0.299,0.484,51.5,49.9,7.3,7.6,0.451,16.3,33.4,0.201
Rider,2010-2011,34,23,11,0.676,1.62,-2.67,,13,5,,9,5,,11,5,,2486,2340,,68.6,99.6,0.332,0.328,0.494,50.8,56.5,10.5,7.7,0.461,15.6,34.5,0.223
Robert Morris,2010-2011,32,18,14,0.563,-0.80,-2.61,,12,6,,11,2,,7,12,,2153,2095,,65.6,98.7,0.497,0.381,0.526,49.6,58.7,7.3,7.7,0.483,19.6,32.7,0.333
Rutgers,2010-2011,32,15,17,0.469,7.88,7.22,,5,13,,10,6,,3,10,,2122,2101,,64.4,100.8,0.449,0.400,0.528,50.8,57.6,9.6,9.9,0.476,18.4,33.3,0.329
Sacramento State,2010-2011,28,7,21,0.250,-14.01,-4.05,,4,12,,6,7,,1,13,,1729,1948,,64.6,105.8,0.359,0.356,0.533,49.3,55.7,10.6,12.2,0.504,15.4,32.0,0.239
Sacred Heart,2010-2011,29,11,18,0.379,-9.40,-6.12,,6,12,,5,7,,6,10,,1922,2017,,67.1,102.7,0.402,0.359,0.546,50.4,53.7,10.8,9.4,0.510,19.0,33.8,0.280
Saint Francis (PA),2010-2011,30,9,21,0.300,-11.50,-3.84,,7,11,,7,5,,2,16,,1957,2187,,67.3,107.8,0.432,0.314,0.558,52.2,58.4,10.8,11.0,0.531,17.3,34.4,0.282
Saint Joseph's,2010-2011,33,11,22,0.333,-1.75,3.46,,4,12,,5,9,,4,12,,2129,2301,,63.9,108.3,0.348,0.327,0.531,53.1,62.9,8.8,9.6,0.496,14.0,34.7,0.245
Saint Louis,2010-2011,31,12,19,0.387,2.83,3.06,,6,10,,9,7,,1,10,,1953,1933,,64.8,96.2,0.398,0.223,0.518,51.2,47.1,9.3,10.5,0.471,18.7,30.0,0.290
Saint Mary's (CA),2010-2011,34,25,9,0.735,13.04,1.95,,11,3,,15,3,,6,4,,2684,2253,,67.1,98.4,0.368,0.255,0.523,46.9,43.5,8.4,7.8,0.487,17.7,28.2,0.254
Saint Peter's NCAA,2010-2011,34,20,14,0.588,-0.28,-1.08,,11,7,,8,3,,8,8,,2069,2042,,65.5,91.3,0.421,0.315,0.468,50.7,52.6,10.9,10.9,0.424,18.2,34.3,0.276
Sam Houston,2010-2011,31,18,13,0.581,-2.38,-3.90,,10,6,,9,5,,7,6,,2161,2049,,68.6,95.9,0.393,0.323,0.518,46.9,61.1,8.2,6.9,0.482,18.9,27.5,0.267
Samford,2010-2011,31,12,19,0.387,-11.39,-4.22,,4,14,,6,8,,5,9,,1880,2072,,62.2,106.6,0.323,0.400,0.537,57.2,51.2,10.6,11.9,0.506,17.2,36.9,0.228
San Diego,2010-2011,30,6,24,0.200,-8.60,3.18,,2,12,,5,9,,0,12,,1826,2114,,65.6,107.0,0.434,0.284,0.550,55.3,53.3,11.6,9.3,0.508,17.2,35.8,0.309
San Diego State NCAA,2010-2011,37,34,3,0.919,17.96,6.36,,14,2,,14,1,,11,1,,2660,2192,,63.7,92.4,0.270,0.300,0.479,45.1,50.1,7.8,6.7,0.444,16.7,29.2,0.194
San Francisco,2010-2011,34,19,15,0.559,1.78,3.06,,10,4,,13,4,,5,8,,2384,2401,,68.6,101.5,0.344,0.362,0.511,47.7,52.1,9.4,10.9,0.476,14.2,28.0,0.237
San Jose State,2010-2011,33,17,16,0.515,-1.54,-0.08,,5,11,,9,6,,6,9,,2391,2405,,68.1,103.9,0.377,0.352,0.531,49.0,56.5,6.5,8.0,0.497,15.0,29.5,0.258
Santa Clara,2010-2011,38,24,14,0.632,3.06,1.25,,8,6,,15,5,,8,6,,2810,2690,,68.2,102.7,0.451,0.312,0.551,46.8,51.2,9.7,9.6,0.502,18.3,29.4,0.333
Savannah State,2010-2011,30,12,18,0.400,-9.06,-2.44,,,,,6,4,,4,14,,1818,1808,,64.8,91.9,0.450,0.257,0.491,50.7,50.9,9.3,10.2,0.443,19.9,32.0,0.305
Seattle,2010-2011,31,11,20,0.355,-9.26,-2.36,,,,,6,6,,4,13,,2138,2352,,74.6,101.7,0.468,0.329,0.556,49.8,58.7,11.2,11.4,0.511,20.6,32.5,0.338
